Date,Close
2/15/2022 16:00:00,49.92
2/16/2022 16:00:00,50.06
2/17/2022 16:00:00,49.31
2/18/2022 16:00:00,47.27
2/22/2022 16:00:00,46.14
2/23/2022 16:00:00,47.24
2/24/2022 16:00:00,49.69
2/25/2022 16:00:00,50.24
2/28/2022 16:00:00,51.35
3/1/2022 16:00:00,50.82
3/2/2022 16:00:00,50.74
3/3/2022 16:00:00,48.28
3/4/2022 16:00:00,46.35
3/7/2022 16:00:00,40.91
3/8/2022 16:00:00,41.75
3/9/2022 16:00:00,43.83
3/10/2022 16:00:00,44.19
3/11/2022 16:00:00,42.67
3/14/2022 16:00:00,40.3
3/15/2022 16:00:00,42.23
3/16/2022 16:00:00,44.77
3/17/2022 16:00:00,44.91
3/18/2022 16:00:00,44.86
3/21/2022 16:00:00,43.31
3/22/2022 16:00:00,43.98
3/23/2022 16:00:00,42.21
3/24/2022 16:00:00,43.17
3/25/2022 16:00:00,41.52
3/28/2022 16:00:00,41.65
3/29/2022 16:00:00,44.35
3/30/2022 16:00:00,44
3/31/2022 16:00:00,42.42
4/1/2022 16:00:00,42.01
4/4/2022 16:00:00,44.24
4/5/2022 16:00:00,41.83
4/6/2022 16:00:00,39.02
4/7/2022 16:00:00,37.75
4/8/2022 16:00:00,36.96
4/11/2022 16:00:00,37.38
4/12/2022 16:00:00,36.86
4/13/2022 16:00:00,37.87
4/14/2022 16:00:00,37.27
4/18/2022 16:00:00,36.89
4/19/2022 16:00:00,38.9
4/20/2022 16:00:00,38.43
4/21/2022 16:00:00,37.04
4/22/2022 16:00:00,36.55
4/25/2022 16:00:00,38.35
4/26/2022 16:00:00,36.69
4/27/2022 16:00:00,36.76
4/28/2022 16:00:00,37.88
4/29/2022 16:00:00,36.57
5/2/2022 16:00:00,37.7
5/3/2022 16:00:00,38.53
5/4/2022 16:00:00,38.73
5/5/2022 16:00:00,36.56
5/6/2022 16:00:00,34.33
5/9/2022 16:00:00,31.87
5/10/2022 16:00:00,30.64
5/11/2022 16:00:00,29.29
5/12/2022 16:00:00,29.05
5/13/2022 16:00:00,31.31
5/16/2022 16:00:00,29.74
5/17/2022 16:00:00,30.92
5/18/2022 16:00:00,30.2
5/19/2022 16:00:00,30.67
5/20/2022 16:00:00,31.79
5/23/2022 16:00:00,31.18
5/24/2022 16:00:00,28.49
5/25/2022 16:00:00,29.61
5/26/2022 16:00:00,31.5
5/27/2022 16:00:00,32.28
5/31/2022 16:00:00,31.96
6/1/2022 16:00:00,31.88
6/2/2022 16:00:00,33.68
6/3/2022 16:00:00,32.91
6/6/2022 16:00:00,33.86
6/7/2022 16:00:00,34.3
6/8/2022 16:00:00,34.28
6/9/2022 16:00:00,33.9
6/10/2022 16:00:00,32.18
6/13/2022 16:00:00,28.5
6/14/2022 16:00:00,29
6/15/2022 16:00:00,30.25
6/16/2022 16:00:00,26.91
6/17/2022 16:00:00,27.4
6/21/2022 16:00:00,27.87
6/22/2022 16:00:00,28.34
6/23/2022 16:00:00,28.51
6/24/2022 16:00:00,32.12
6/27/2022 16:00:00,32.32
6/28/2022 16:00:00,31.79
6/29/2022 16:00:00,31.14
6/30/2022 16:00:00,30.42
7/1/2022 16:00:00,31.46
7/5/2022 16:00:00,32.31
7/6/2022 16:00:00,31.02
7/7/2022 16:00:00,31.32
7/8/2022 16:00:00,30.59
7/11/2022 16:00:00,29.33
7/12/2022 16:00:00,29.83
7/13/2022 16:00:00,30
7/14/2022 16:00:00,29.15
7/15/2022 16:00:00,31.4
7/18/2022 16:00:00,31.83
7/19/2022 16:00:00,33.07
7/20/2022 16:00:00,34.33
7/21/2022 16:00:00,34.65
