Date,Close
11/22/2021 16:00:00,70.65
11/23/2021 16:00:00,72.55
11/24/2021 16:00:00,72.95
11/26/2021 13:00:00,68.01
11/29/2021 16:00:00,68.17
11/30/2021 16:00:00,66.94
12/1/2021 16:00:00,67.31
12/2/2021 16:00:00,71.17
12/3/2021 16:00:00,69.71
12/6/2021 16:00:00,70.41
12/7/2021 16:00:00,71.63
12/8/2021 16:00:00,70.72
12/9/2021 16:00:00,70.31
12/10/2021 16:00:00,70.85
12/13/2021 16:00:00,68.22
12/14/2021 16:00:00,68.19
12/15/2021 16:00:00,68.24
12/16/2021 16:00:00,68.75
12/17/2021 16:00:00,68.69
12/20/2021 16:00:00,68.69
12/21/2021 16:00:00,71.32
12/22/2021 16:00:00,71.3
12/23/2021 16:00:00,71.73
12/27/2021 16:00:00,73.13
12/28/2021 16:00:00,74.5
12/29/2021 16:00:00,74.65
12/30/2021 16:00:00,74.28
12/31/2021 16:00:00,75.11
1/3/2022 16:00:00,77.14
1/4/2022 16:00:00,78.51
1/5/2022 16:00:00,78.2
1/6/2022 16:00:00,80.16
1/7/2022 16:00:00,81
1/10/2022 16:00:00,81.03
1/11/2022 16:00:00,83.85
1/12/2022 16:00:00,84.37
1/13/2022 16:00:00,83.36
1/14/2022 16:00:00,85.2
1/18/2022 16:00:00,85.64
1/19/2022 16:00:00,84.21
1/20/2022 16:00:00,81.41
1/21/2022 16:00:00,79.29
1/24/2022 16:00:00,78.59
1/25/2022 16:00:00,81.16
1/26/2022 16:00:00,81.3
1/27/2022 16:00:00,81.98
1/28/2022 16:00:00,81.41
1/31/2022 16:00:00,82.97
2/1/2022 16:00:00,86.55
2/2/2022 16:00:00,86.61
2/3/2022 16:00:00,85.09
2/4/2022 16:00:00,86.7
2/7/2022 16:00:00,89.63
2/8/2022 16:00:00,88.49
2/9/2022 16:00:00,88.84
2/10/2022 16:00:00,89.89
2/11/2022 16:00:00,92
2/14/2022 16:00:00,89.72
2/15/2022 16:00:00,88.53
2/16/2022 16:00:00,88.04
2/17/2022 16:00:00,87.04
2/18/2022 16:00:00,86.72
2/22/2022 16:00:00,85.84
2/23/2022 16:00:00,86.35
2/24/2022 16:00:00,83.84
2/25/2022 16:00:00,84.87
2/28/2022 16:00:00,83.51
3/1/2022 16:00:00,80.63
3/2/2022 16:00:00,83.62
3/3/2022 16:00:00,84.19
3/4/2022 16:00:00,85.98
3/7/2022 16:00:00,84.01
3/8/2022 16:00:00,90.54
3/9/2022 16:00:00,87.14
3/10/2022 16:00:00,89.58
3/11/2022 16:00:00,91.67
3/14/2022 16:00:00,90.55
3/15/2022 16:00:00,84.41
3/16/2022 16:00:00,84.94
3/17/2022 16:00:00,89.09
3/18/2022 16:00:00,90.43
3/21/2022 16:00:00,94.26
3/22/2022 16:00:00,93.59
3/23/2022 16:00:00,95.52
3/24/2022 16:00:00,96.44
3/25/2022 16:00:00,97.25
3/28/2022 16:00:00,96.37
3/29/2022 16:00:00,96.68
3/30/2022 16:00:00,100.5
3/31/2022 16:00:00,101.54
4/1/2022 16:00:00,101.27
4/4/2022 16:00:00,100.74
4/5/2022 16:00:00,101.46
4/6/2022 16:00:00,103.3
4/7/2022 16:00:00,103.33
4/8/2022 16:00:00,103.22
4/11/2022 16:00:00,100.9
4/12/2022 16:00:00,100.79
4/13/2022 16:00:00,103.94
4/14/2022 16:00:00,104.86
4/18/2022 16:00:00,110.35
4/19/2022 16:00:00,107.74
4/20/2022 16:00:00,108.07
4/21/2022 16:00:00,104.91
4/22/2022 16:00:00,103.05
4/25/2022 16:00:00,100.88
4/26/2022 16:00:00,105.14
4/27/2022 16:00:00,109.51
4/28/2022 16:00:00,115.53
4/29/2022 16:00:00,111.48
5/2/2022 16:00:00,116.6
5/3/2022 16:00:00,121.4
5/4/2022 16:00:00,128.23
5/5/2022 16:00:00,125.83
5/6/2022 16:00:00,129.18
5/9/2022 16:00:00,118.45
5/10/2022 16:00:00,120.97
5/11/2022 16:00:00,120.42
5/12/2022 16:00:00,120.41
5/13/2022 16:00:00,124.7
5/16/2022 16:00:00,127.78
5/17/2022 16:00:00,128.06
5/18/2022 16:00:00,124.68
5/19/2022 16:00:00,124.26
5/20/2022 16:00:00,122.98
5/23/2022 16:00:00,123.96
5/24/2022 16:00:00,124.21
5/25/2022 16:00:00,127.34
5/26/2022 16:00:00,128.12
5/27/2022 16:00:00,131.81
5/31/2022 16:00:00,129.6
6/1/2022 16:00:00,132.55
6/2/2022 16:00:00,133.62
6/3/2022 16:00:00,135.42
6/6/2022 16:00:00,138.69
6/7/2022 16:00:00,145.08
6/8/2022 16:00:00,143.77
6/9/2022 16:00:00,143.41
6/10/2022 16:00:00,140.51
6/13/2022 16:00:00,131.61
6/14/2022 16:00:00,133.75
6/15/2022 16:00:00,128.3
6/16/2022 16:00:00,118.74
6/17/2022 16:00:00,112.44
6/21/2022 16:00:00,116.47
6/22/2022 16:00:00,113.13
6/23/2022 16:00:00,104.53
6/24/2022 16:00:00,103.93
6/27/2022 16:00:00,112.24
6/28/2022 16:00:00,116.25
6/29/2022 16:00:00,108.85
6/30/2022 16:00:00,106.28
7/1/2022 16:00:00,107.98
7/5/2022 16:00:00,103.59
7/6/2022 16:00:00,101.71
7/7/2022 16:00:00,106.34
7/8/2022 16:00:00,107.03
7/11/2022 16:00:00,107.79
7/12/2022 16:00:00,104.86
7/13/2022 16:00:00,102.39
7/14/2022 16:00:00,100.78
7/15/2022 16:00:00,104.59
7/18/2022 16:00:00,106.31
7/19/2022 16:00:00,108.74
7/20/2022 16:00:00,109.28
7/21/2022 16:00:00,104.15
