Date,Close
10/27/2021 16:00:00,118.75
10/28/2021 16:00:00,121.12
10/29/2021 16:00:00,122.24
11/1/2021 16:00:00,123.91
11/2/2021 16:00:00,123.83
11/3/2021 16:00:00,125.1
11/4/2021 16:00:00,128.61
11/5/2021 16:00:00,129.07
11/8/2021 16:00:00,130.09
11/9/2021 16:00:00,132.94
11/10/2021 16:00:00,131.25
11/11/2021 16:00:00,132.9
11/12/2021 16:00:00,135.63
11/15/2021 16:00:00,132.36
11/16/2021 16:00:00,134.93
11/17/2021 16:00:00,132.86
11/18/2021 16:00:00,135.61
11/19/2021 16:00:00,136.13
11/22/2021 16:00:00,138
11/23/2021 16:00:00,121.01
11/24/2021 16:00:00,116.69
11/26/2021 13:00:00,114.77
11/29/2021 16:00:00,110.95
11/30/2021 16:00:00,106.86
12/1/2021 16:00:00,102.25
12/2/2021 16:00:00,103.92
12/3/2021 16:00:00,105.87
12/6/2021 16:00:00,104.66
12/7/2021 16:00:00,106.68
12/8/2021 16:00:00,106.93
12/9/2021 16:00:00,104.38
12/10/2021 16:00:00,103.82
12/13/2021 16:00:00,100.24
12/14/2021 16:00:00,101.37
12/15/2021 16:00:00,102.49
12/16/2021 16:00:00,100.22
12/17/2021 16:00:00,100.03
12/20/2021 16:00:00,95.77
12/21/2021 16:00:00,97.48
12/22/2021 16:00:00,97.37
12/23/2021 16:00:00,98.08
12/27/2021 16:00:00,99.08
12/28/2021 16:00:00,99.52
12/29/2021 16:00:00,100.86
12/30/2021 16:00:00,101.55
12/31/2021 16:00:00,101.6
1/3/2022 16:00:00,102.12
1/4/2022 16:00:00,105.14
1/5/2022 16:00:00,103
1/6/2022 16:00:00,102.88
1/7/2022 16:00:00,102.5
1/10/2022 16:00:00,102.75
1/11/2022 16:00:00,104.09
1/12/2022 16:00:00,102.68
1/13/2022 16:00:00,102.6
1/14/2022 16:00:00,100.04
1/18/2022 16:00:00,98.64
1/19/2022 16:00:00,99.35
1/20/2022 16:00:00,94.9
1/21/2022 16:00:00,96.45
1/24/2022 16:00:00,101.38
1/25/2022 16:00:00,98.03
1/26/2022 16:00:00,96.92
1/27/2022 16:00:00,96.1
1/28/2022 16:00:00,97.64
1/31/2022 16:00:00,99.28
2/1/2022 16:00:00,100.45
2/2/2022 16:00:00,99.05
2/3/2022 16:00:00,97.1
2/4/2022 16:00:00,96.83
2/7/2022 16:00:00,97.58
2/8/2022 16:00:00,99.46
2/9/2022 16:00:00,102.22
2/10/2022 16:00:00,100.47
2/11/2022 16:00:00,100.57
2/14/2022 16:00:00,100.64
2/15/2022 16:00:00,102.19
2/16/2022 16:00:00,99.63
2/17/2022 16:00:00,98.63
2/18/2022 16:00:00,97.71
2/22/2022 16:00:00,90.55
2/23/2022 16:00:00,88.63
2/24/2022 16:00:00,91.58
2/25/2022 16:00:00,95.83
2/28/2022 16:00:00,96.64
3/1/2022 16:00:00,97.18
3/2/2022 16:00:00,100.84
3/3/2022 16:00:00,110.14
3/4/2022 16:00:00,106.1
3/7/2022 16:00:00,104.71
3/8/2022 16:00:00,101.13
3/9/2022 16:00:00,101.74
3/10/2022 16:00:00,98.66
3/11/2022 16:00:00,94.59
3/14/2022 16:00:00,94.64
3/15/2022 16:00:00,99.06
3/16/2022 16:00:00,98.84
3/17/2022 16:00:00,99.29
3/18/2022 16:00:00,101.84
3/21/2022 16:00:00,99.04
3/22/2022 16:00:00,99.3
3/23/2022 16:00:00,96.59
3/24/2022 16:00:00,96.71
3/25/2022 16:00:00,96.3
3/28/2022 16:00:00,96.73
3/29/2022 16:00:00,100.75
3/30/2022 16:00:00,96.43
3/31/2022 16:00:00,90.9
4/1/2022 16:00:00,90.38
4/4/2022 16:00:00,94.34
4/5/2022 16:00:00,92.52
4/6/2022 16:00:00,91.06
4/7/2022 16:00:00,92.07
4/8/2022 16:00:00,93.36
4/11/2022 16:00:00,94.16
4/12/2022 16:00:00,93.23
4/13/2022 16:00:00,95.23
4/14/2022 16:00:00,93.84
4/18/2022 16:00:00,93.48
4/19/2022 16:00:00,95.57
4/20/2022 16:00:00,94.4
4/21/2022 16:00:00,93.64
4/22/2022 16:00:00,91.28
4/25/2022 16:00:00,93.07
4/26/2022 16:00:00,92.83
4/27/2022 16:00:00,93.03
4/28/2022 16:00:00,93.58
4/29/2022 16:00:00,89.93
5/2/2022 16:00:00,93.81
5/3/2022 16:00:00,94.65
5/4/2022 16:00:00,97.79
5/5/2022 16:00:00,92.21
5/6/2022 16:00:00,91.41
5/9/2022 16:00:00,91.08
5/10/2022 16:00:00,88.74
5/11/2022 16:00:00,83.79
5/12/2022 16:00:00,87.36
5/13/2022 16:00:00,86.36
5/16/2022 16:00:00,84.77
5/17/2022 16:00:00,84.5
5/18/2022 16:00:00,75.62
5/19/2022 16:00:00,73.32
5/20/2022 16:00:00,72.36
5/23/2022 16:00:00,72.59
5/24/2022 16:00:00,73.47
5/25/2022 16:00:00,80.06
5/26/2022 16:00:00,82.05
5/27/2022 16:00:00,83.99
5/31/2022 16:00:00,82.06
6/1/2022 16:00:00,80.08
6/2/2022 16:00:00,81.26
6/3/2022 16:00:00,80.39
6/6/2022 16:00:00,79.27
6/7/2022 16:00:00,78.35
6/8/2022 16:00:00,77.12
6/9/2022 16:00:00,74.93
6/10/2022 16:00:00,72.6
6/13/2022 16:00:00,69.45
6/14/2022 16:00:00,70.59
6/15/2022 16:00:00,71.76
6/16/2022 16:00:00,68.48
6/17/2022 16:00:00,70.51
6/21/2022 16:00:00,70.47
6/22/2022 16:00:00,69.88
6/23/2022 16:00:00,71.29
6/24/2022 16:00:00,74.69
6/27/2022 16:00:00,72.14
6/28/2022 16:00:00,68.85
6/29/2022 16:00:00,67.15
6/30/2022 16:00:00,65.19
7/1/2022 16:00:00,66.77
7/5/2022 16:00:00,69.98
7/6/2022 16:00:00,68.52
7/7/2022 16:00:00,70.89
7/8/2022 16:00:00,71.17
7/11/2022 16:00:00,69.91
7/12/2022 16:00:00,70.42
7/13/2022 16:00:00,71.29
7/14/2022 16:00:00,71.14
7/15/2022 16:00:00,72.47
7/18/2022 16:00:00,73.34
7/19/2022 16:00:00,75.97
7/20/2022 16:00:00,78.12
7/21/2022 16:00:00,78.2
