Date,Close
7/22/2021 16:00:00,109.98
7/23/2021 16:00:00,113.28
7/26/2021 16:00:00,114.83
7/27/2021 16:00:00,114.36
7/28/2021 16:00:00,113.06
7/29/2021 16:00:00,114.26
7/30/2021 16:00:00,112.35
8/2/2021 16:00:00,112.49
8/3/2021 16:00:00,114.65
8/4/2021 16:00:00,113.27
8/5/2021 16:00:00,115.37
8/6/2021 16:00:00,114.84
8/9/2021 16:00:00,112.54
8/10/2021 16:00:00,115.02
8/11/2021 16:00:00,118.06
8/12/2021 16:00:00,118.13
8/13/2021 16:00:00,113.78
8/16/2021 16:00:00,115.36
8/17/2021 16:00:00,110.75
8/18/2021 16:00:00,110.1
8/19/2021 16:00:00,109.76
8/20/2021 16:00:00,112.63
8/23/2021 16:00:00,112.16
8/24/2021 16:00:00,121.49
8/25/2021 16:00:00,121.89
8/26/2021 16:00:00,118.09
8/27/2021 16:00:00,117.5
8/30/2021 16:00:00,118.35
8/31/2021 16:00:00,116.51
9/1/2021 16:00:00,116.78
9/2/2021 16:00:00,116.26
9/3/2021 16:00:00,114.02
9/7/2021 16:00:00,111.5
9/8/2021 16:00:00,110.99
9/9/2021 16:00:00,112.39
9/10/2021 16:00:00,111.35
9/13/2021 16:00:00,112.07
9/14/2021 16:00:00,110.17
9/15/2021 16:00:00,109.27
9/16/2021 16:00:00,109.56
9/17/2021 16:00:00,109.62
9/20/2021 16:00:00,106.67
9/21/2021 16:00:00,106.89
9/22/2021 16:00:00,106.8
9/23/2021 16:00:00,106.17
9/24/2021 16:00:00,104.74
9/27/2021 16:00:00,110.18
9/28/2021 16:00:00,109.39
9/29/2021 16:00:00,109.43
9/30/2021 16:00:00,105.71
10/1/2021 16:00:00,105.31
10/4/2021 16:00:00,105.49
10/5/2021 16:00:00,106.37
10/6/2021 16:00:00,105.77
10/7/2021 16:00:00,107.59
10/8/2021 16:00:00,107.25
10/11/2021 16:00:00,108.88
10/12/2021 16:00:00,109.32
10/13/2021 16:00:00,110.78
10/14/2021 16:00:00,112.66
10/15/2021 16:00:00,113.64
10/18/2021 16:00:00,115.61
10/19/2021 16:00:00,113.94
10/20/2021 16:00:00,114.53
10/21/2021 16:00:00,117.6
10/22/2021 16:00:00,118.39
10/25/2021 16:00:00,120.48
10/26/2021 16:00:00,121.23
